RG,SITE_ID,SITE_EPA_ID,SITE_NAME,SITE_STRT_ADRS1,SITE_STRT_ADRS2,SITE_CITY_NAME,SITE_STATE,SITE_ZIP_CODE,SITE_CONG_DISTRICT,SITE_CNTY_NAME,SITE_FIPS_CODE,LATITUDE,LONGITUDE,ALT_AGREEMENT,NPL,FF,NON_NPL_STATUS
4,0406154,AL0000047829,WEST END LANDFILL,HWY 202 AND ADAMS ST,,ANNISTON,AL,36202,03,CALHOUN,01015,,,N,Not on the NPL,N,N
4,0406158,AL0000059147,ETOWAH COUNTY (RIDGEVILLE) LANDFILL,NOBLE HILL ROAD,,RIDGEVILLE,AL,35954,04,ETOWAH,01055,,,N,Not on the NPL,N,N
4,0406176,AL0000132662,FUSSY HILL DRUM DUMP,461 FUSSY HILL ROAD,,NEW MARKET,AL,35761,05,MADISON,01089,,,N,Not on the NPL,N,N
4,0406800,AL0000301747,JONES PROPERTY,595 GRADY STREET,,MONTGOMERY,AL,36108,,MONTGOMERY,01101,,,N,Not on the NPL,N,N
4,0406321,AL0001024793,ILCO SATELLITE SITES,INTERSECTION OF HWY 78 AND HWY 411,,LEEDS,AL,35094,06,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0406330,AL0001058056,CAPITOL CITY PLUME,Downtown Montgomery,,MONTGOMERY,AL,36104,07,MONTGOMERY,01101,,,N,Removed from Proposed NPL,N,N
4,0406389,AL0001113281,BURLINGTON CARRIERS HYDROFLUORIC ACID,RAMP FROM US HIGHWAY 43,,HAMILTON,AL,35570,04,MARION,01093,,,N,Not on the NPL,N,N
4,0406437,AL0001197409,HANSEL HODGES PROPERTY,17989 HANSEL HODGES RD,,ELBERTA,AL,36530,01,BALDWIN,01003,,,N,Not on the NPL,N,N
4,0406455,AL0001332972,WALKER SPRINGS WOOD TREATER,MT GILLEAU BAPTIST CHURCH RD,,WALKER SPRINGS,AL,36586,01,CLARKE,01025,,,N,Not on the NPL,N,N
4,0406478,AL0001401843,SIMS CHAPEL WOOD TREATER,COUNTY RD 35,,SIMS CHAPEL,AL,36553,01,WASHINGTON,01129,,,N,Not on the NPL,N,N
4,0406546,AL0001411628,BESSEMER ADAMS SITE,1447 BERKLY STREET,,BESSEMER,AL,35020,06,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0406549,AL0001412063,MONTEVALLO PLUME,SHELBY COUNTY,,MONTEVALLO,AL,35115,07,SHELBY,01117,,,N,Not on the NPL,N,N
4,0406688,AL0001695659,B%26B MANUFACTURING,401 S. CAROLINA ST.,,MOBILE,AL,36602,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0406663,AL0001900380,IRVINGTON TIRE FIRE,OUTSIDE MOBILE,,IRVINGTON,AL,36544,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0406669,AL0001908656,USA REDSTONE ARSENAL PENTABORANE CYLINDERS,REDSTONE ARSENAL,,HUNTSVILLE,AL,35898,,MADISON,01089,,,N,Not on the NPL,Y,N
4,0406671,AL0001909829,"GRADCO, INC","7341 CAHABA VALLEY RD, HWY 119",,BIRMINGHAM,AL,35242,,SHELBY,01117,,,N,Not on the NPL,N,N
4,0406676,AL0001909845,RED FOX FERTILIZER CO.,232 E. INEZ ROAD,,DOTHAN,AL,36301,,HOUSTON,01069,,,N,Not on the NPL,N,N
4,0406675,AL0001909852,GREENVILLE FERTILIZER,100 LONG STREET,,GREENVILLE,AL,36037,,BUTLER,01013,,,N,Not on the NPL,N,N
4,0410417,ALD983169947,ROBINSON FOUNDRY,505 ROBINSON COURT,,ALEXANDER CITY,AL,35010,,TALLAPOOSA,01123,,,N,Not on the NPL,N,N
4,0405694,ALD983177379,CARLIE LEE SITE,CORNER OF DEPOT AND PINSON ST.,,TARRANT,AL,35217,06,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0405754,ALD983179896,JOHN LAW HOLLOW DRUMS,9TH STREET,,GRANT,AL,35747,04,MARSHALL,01095,,,N,Not on the NPL,N,N
4,0405839,ALD983181983,BESSEMER DRUM SITE,817 20TH STREET,,BESSEMER,AL,35020,06,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0410805,ALD983182668,WADLEY HOLDING PRIMER SPILL,134 CLAY STREET,,WADLEY,AL,36276,,RANDOLPH,01111,,,N,Not on the NPL,N,N
4,0406743,ALD983185810,FOUNDRY OF THE SHOALS,201 COMMERCE ST.,,FLORENCE,AL,35630,,LAUDERDALE,01077,,,N,Not on the NPL,N,N
4,0405892,ALD983186123,VIRGINIA CAROLINA CHEMICAL (VCC) OPELIKA,1ST AVENUE,,OPELIKA,AL,36801,03,LEE,01081,,,N,Not on the NPL,N,N
4,0405970,ALD983191388,COUNTY ROAD 438 DRUM SITE,"CTY RD 438,1.5 MI. W. OF INTER. CTY RD59",,VERBENA,AL,36091,07,CHILTON,01021,,,N,Not on the NPL,N,N
4,0400348,ALN000400348,I-20 MM210-Dumping,Mile Marker 210 of I-20,,HEFLIN,AL,36264,,CLEBURNE,01029,,,N,Not on the NPL,N,N
4,0400364,ALN000400364,CULLMAN DRUM,2883 AL 69 N,,CULLMAN,AL,35058,,,,,,N,Not on the NPL,N,N
4,0400452,ALN000400452,PARRISH RESIDENTIAL MERCURY,2030 OAKMAN PARRISH ROAD,,PARRISH,AL,35580,,WALKER,01127,,,N,Not on the NPL,N,N
4,0400822,ALN000400822,HOLMES DRIVE DRUMS,HOLMES DRIVE,,BESSEMER,AL,35020,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0400823,ALN000400823,VIRGINIA CAROLINA CHEMICAL (VCC) BIRMINGHAM,3700 14TH AVENUE,,BIRMINGHAM,AL,35234,,,,,,N,Not on the NPL,N,N
4,0400842,ALN000400842,SHORTER ROLLOVER,"I-85, MILE MARKER 26",,SHORTER,AL,36075,,MACON,01087,,,N,Not on the NPL,N,N
4,0403395,ALN000403395,VIRGINIA CAROLINA CHEMICAL (VCC) MONTGOMERY,1645 NORTH COURT STREET,,MONTGOMERY,AL,36104,,MONTGOMERY,01101,,,N,Not on the NPL,N,N
4,0403701,ALN000403701,NORFOLK IRONDALE DERAILMENT,1400 Norfolk Southern Drive,,IRONDALE,AL,35210,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0404036,ALN000404036,SOUTH TARRANT NEIGHBORHOOD,1056 Overton Avenue,,TARRANT,AL,35217,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0404409,ALN000404409,RIDGE DRIVE MERCURY SPILL,4112 Ridge Drive,,ANNISTON,AL,36206,,CALHOUN,01015,,,N,Not on the NPL,N,N
4,0404511,ALN000404511,SYLVAN SPRINGS LANDFILL FIRE,101 White Oak Drive,,SYLVAN SPRINGS,AL,35118,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0404677,ALN000404677,ARKADELPHIA ROAD TRUCK FIRE,Near Interstate 59/20 and Arkadelphia Road,(Exit 123),BIRMINGHAM,AL,35204,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0404737,ALN000404737,VINEMONT MERCURY SPILL,6127 County Road 1435,,VINEMONT,AL,35179,,CULLMAN,01043,,,N,Not on the NPL,N,N
4,0404907,ALN000404907,TAYLOR AVENUE MYSTERY SPILL,Bridgeport Road and Taylor Avenue,,FAIRFIELD,AL,35224,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0405048,ALN000405048,CAUSTIC SODA PIPELINE SPILL,1300 Jarvis Road,,MOBILE,AL,36614,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0405229,ALN000405229,ABBEVILLE SODIUM HYDROXIDE SPILL,496 Industrial Park Road,,ABBEVILLE,AL,36310,,HENRY,01067,,,N,Not on the NPL,N,N
4,0405297,ALN000405297,ADAMS DRIVE DRUMS,109 Adams Drive,,ALBERTVILLE,AL,35950,,MARSHALL,01095,,,N,Not on the NPL,N,N
4,0405402,ALN000405402,TVA MAINTENANCE BASE HED,219 River Road,,MUSCLE SHOALS,AL,35661,,COLBERT,01033,,,N,Not on the NPL,Y,Y
4,0405418,ALN000405418,GP BREWTON CAUSTIC SODA,32224 Highway 31,,BREWTON,AL,36427,,ESCAMBIA,01053,,,N,Not on the NPL,N,N
4,0405523,ALN000405523,TIGER-SUL CHEMICAL FIRE,29 Byme Drive,,ATMORE,AL,36502,,ESCAMBIA,01053,,,N,Not on the NPL,N,N
4,0405539,ALN000405539,US CDP (FEMA/DHS) - BLDG 40/900 AREA,40 TWILL LANE,,ANNISTON,AL,36205,,CALHOUN,01015,,,N,Not on the NPL,Y,Y
4,0405926,ALN000405926,CSX SEABOARD SULFURIC ACID RELEASE,2800 SEABOARD ROAD,,BIRMINGHAM,AL,35217,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0406143,ALN000406143,OUTOKUMPU STAINLESS USA ACID SPILL,1 Steel Drive,,CALVERT,AL,36560,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0406287,ALN000406287,BRANTLEY RECYCLING CENTER FIRE,9541 South Main Street,,BRANTLEY,AL,36009,,CRENSHAW,01041,,,N,Not on the NPL,N,N
4,0406412,ALN000406412,"SALAZAR %26 SONS, INC",2714 Cone Drive,,FULTONDALE,AL,35217,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0406559,ALN000406559,PREFERRED COMPOUNDING CORP,165 County Road 33 (Depot Street),,FRUITHURST,AL,36262,,CLEBURNE,01029,,,N,Not on the NPL,N,N
4,0406770,ALN000406770,EDEN AL NORFOLK SOUTHERN TRAIN DERAILMENT,Main Line Rail Line Post 766,,EDEN,AL,35125,,ST. CLAIR,01115,,,N,Not on the NPL,N,N
4,0407098,ALN000407098,BEELAND STREET MYSTERY SPILL,Beeland St. and 2nd St.,,GREENVILLE,AL,36037,,BUTLER,01013,,,N,Not on the NPL,N,N
4,0407207,ALN000407207,FRUITHURST COMMUNITY,US HWY 78 ,,FRUITHURST,AL,36262,,CLEBURNE,01029,,,N,Not on the NPL,N,N
4,0407212,ALN000407212,TRISTATE AMMONIA RELEASE,Postal Address is unavailable for the Site,,DOTHAN,AL,,,HOUSTON,01069,,,N,Not on the NPL,N,N
4,0407232,ALN000407232,BNSF CHEMICAL RELEASE,Postal Address is unavailable for the Site,,MT. HEBRON,AL,,,GREENE,01063,,,N,Not on the NPL,N,N
4,0407242,ALN000407242,ANNISTON LEAD SITE,Postal Address is unavailable for the Site,,ANNISTON,AL,36201,,CALHOUN,01015,,,N,Not on the NPL,N,N
4,0407282,ALN000407282,CENTER POINT HIGH SCHOOL MERCURY SPILL,1000 Eagle Drive,,CENTER POINT,AL,35215,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0407292,ALN000407292,ARLEY DRUMS,County Rd 92 and County Rd 40,,ARLEY,AL,35541,,WINSTON,01133,,,N,Not on the NPL,N,N
4,0407310,ALN000407310,CONTINENTAL CARBON COMPANY,1500 EAST STATE DOCKS ROAD,,PHENIX CITY,AL,36869,,RUSSELL,01113,,,N,Not on the NPL,N,N
4,0407313,ALN000407313,AKZO NOBEL ACID SPILL,Postal Address is unavailable for the Site,,MOBILE,AL,,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0407336,ALN000407336,BROCK MOUNTAIN DRUMS,228 DEMPSEY LANE,,OXFORD,AL,36203,,CALHOUN,01015,,,N,Not on the NPL,N,N
4,0407341,ALN000407341,"HENDERSON, BLACK %26 GREENE FACILITY",1015 BRUNDIDGE BOULEVARD,,TROY,AL,36081,,PIKE,01109,,,N,Not on the NPL,N,N
4,0407342,ALN000407342,TALLADEGA FOUNDRY %26 MACHINE COMPANY,726 STONE AVENUE,,TALLADEGA,AL,35160,,TALLADEGA,01121,,,N,Not on the NPL,N,N
4,0407343,ALN000407343,GADSDEN MANUFACTURING GAS PLANT,624 BROAD STREET,,GADSDEN,AL,35901,,ETOWAH,01055,,,N,Not on the NPL,N,N
4,0407356,ALN000407356,SULFUR SPRINGS I-59 SPILL,Postal Address is unavailable for the Site,,SYLPHUR SPRINGS,AL,,,DEKALB,01049,,,N,Not on the NPL,N,N
4,0407362,ALN000407362,SHIRLEY RESIDENTIAL INCIDENT,3960 COVERED BRIDGE ROAD,,CLEVELAND,AL,35049-5713,,BLOUNT,01009,,,N,Not on the NPL,N,N
4,0407387,ALN000407387,HUEYTOWN/PATEL DRUMS,3290 ALLISON-BONNETT MEMORIAL DRIVE,,HUEYTOWN,AL,35023,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0407388,ALN000407388,SOUTHERN TOOL COMPANY,112 US HIGHWAY 78 WEST,,OXFORD,AL,36203,,CALHOUN,01015,,,N,Not on the NPL,N,N
4,0407399,ALN000407399,TUSCALOOSA GAS-2ND STREET,210502207 JACK WARNER PARKWAY,,TUSCALOOSA,AL,35401,,TUSCALOOSA,01125,,,N,Not on the NPL,N,N
4,0407418,ALN000407418,MED WASTE OF ALABAMA,807 MARKET STREET N.E.,,DECATUR,AL,35601,,,,,,N,Not on the NPL,N,N
4,0407462,ALN000407462,HUNTSVILLE GAS COMPANY,NW CORNER OF HOLMES AVENUE %26,DALLAS,HUNTSVILLE,AL,35801,,MADISON,01089,,,N,Not on the NPL,N,N
4,0407463,ALN000407463,TALLADEGA CREEK DRUMS,STATE HIGHWAY 77 BRIDGE %26 TALLADEGA ,CREEK,WALDO,AL,35160,,TALLADEGA,01121,,,N,Not on the NPL,N,N
4,0407501,ALN000407501,LAMAR COUNTY DRUM DUMP,HWY 96 AND ATKINS ROAD,,MILLPORT,AL,35576,,LAMAR,01075,,,N,Not on the NPL,N,N
4,0407529,ALN000407529,TALLADEGA GAS WORKS,237 BATTLE STREET WEST,,TALLADEGA,AL,35160,,TALLADEGA,01121,,,N,Not on the NPL,N,N
4,0407542,ALN000407542,INEOS PHENOL EXPLOSION,Postal Address is unavailable for the Site,,THEODORE,AL,,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0407553,ALN000407553,ANDREW KNIT,1416 SKYLAND BOULEVARD EAST,,TUSCALOOSA,AL,35405,,TUSCALOOSA,01125,,,N,Not on the NPL,N,N
4,0407561,ALN000407561,"MID-STATE ELECTRIC MOTOR SERVICE, INC.",1801 MARKET STREET,,OPELIKA,AL,36801,,LEE,01081,,,N,Not on the NPL,N,N
4,0407576,ALN000407576,MARION DRUM SITE,INTERSECTION HWY 5 %26 CR44,,MARION,AL,35034,,PERRY,01105,,,N,Not on the NPL,N,N
4,0407607,ALN000407607,NORFOLK SOUTHERN SH RELEASE,Postal Address is unavailable for the Site,,TUSCALLOSA,AL,,,TUSCALOOSA,01125,,,N,Not on the NPL,N,N
4,0407622,ALN000407622,MATHIS FARM SUPPLY FIRE,Postal Address is unavailable for the Site,,SLOCOMB,AL,,,GENEVA,01061,,,N,Not on the NPL,N,N
4,0407623,ALN000407623,JEFFERSON SMURIT ACID SPILL,Postal Address is unavailable for the Site,,BREWTON,AL,,,ESCAMBIA,01053,,,N,Not on the NPL,N,N
4,0407624,ALN000407624,HENEGAR JR HS ODOR,Postal Address is unavailable for the Site,,HENEGAR,AL,,,DEKALB,01049,,,N,Not on the NPL,N,N
4,0407628,ALN000407628,GAMBLES/TRINITY PROPERTY,WEST SIDE OF LAFAYETTE STREET,,MONTGOMERY,AL,36104,,MONTGOMERY,01101,,,N,Not on the NPL,N,N
4,0407638,ALN000407638,ALABAMA FLOODS 2003 (CERCLA),Postal Address is unavailable for the Site,,BIRMINGHAM,AL,,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0407676,ALN000407676,BOBBY FORD DRUM SITE,35 BAY STREET EAST,,SYLACAUGA,AL,35150,,TALLADEGA,01121,,,N,Not on the NPL,N,N
4,0407682,ALN000407682,CALABEE CREEK DRUMS,CALABEE CREEK/CR 73,,TUSKEGEE,AL,36083,,MACON,01087,,,N,Not on the NPL,N,N
4,0407688,ALN000407688,CUBAHATCHEE CREEK DRUM JOB,COUNTY ROAD 19 MACON COUNTY,COON HOP RD @ CR19,HARDAWAY,AL,36039,,MACON,01087,,,N,Not on the NPL,N,N
4,0407704,ALN000407704,DEAR HAVEN ROAD DRUMS,722 DEAR HAVEN ROAD,,SAYRE,AL,35139,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0407707,ALN000407707,BAKER STREET DRUMS,BAKER AND YUND STREET,,MOBILE,AL,36602,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0407708,ALN000407708,MCKENZIE TRANSPORT DIMETHYLAMINE,ROUTE 280 EAST AND 80 EAST,,PHENIX CITY,AL,36868,,RUSSELL,01113,,,N,Not on the NPL,N,N
4,0407753,ALN000407753,ORPHANED LITHIUM,1318 PUTNAM LANE,,HUNTSVILLE,AL,35816,,MADISON,01089,,,N,Not on the NPL,N,N
4,0407757,ALN000407757,SHOALS CHRISTIAN SCHOOL MERCURY,301 HEATHROW DRIVE,,FLORENCE,AL,35631,,LAUDERDALE,01077,,,N,Not on the NPL,N,N
4,0407773,ALN000407773,SERVICE TRANS DICHLOROPROPANE,Postal Address is unavailable for the Site,,GADSDEN,AL,,,ETOWAH,01055,,,N,Not on the NPL,N,N
4,0407780,ALN000407780,EMPIRE DRUMS,EMPIRE MINE OFF PHILLIPS CHAPEL RD,5000 BLOCK HWY 78,EMPIRE/MADISONVILLE,AL,,,WALKER,01127,,,N,Not on the NPL,N,N
4,0407784,ALN000407784,PROFESSIONAL COATINGS INC. FIRE,1807 3rd Ave. SE,,CULLMAN,AL,35055,,CULLMAN,01043,,,N,Not on the NPL,N,N
4,0407790,ALN000407790,MOBILE AREA WATER %26 SEWER,Postal Address is unavailable for the Site,,MOBILE,AL,,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0407791,ALN000407791,COOLEY CHEMICAL SPILL,Postal Address is unavailable for the Site,,PAINT ROCK,AL,,,JACKSON,01071,,,N,Not on the NPL,N,N
4,0407812,ALN000407812,ACE DRUM SITE,1801 REDDY STREET,,MOBILE,AL,36615,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0407813,ALN000407813,TELEGRAPH ROAD SITE,127 TELEGRAPH ROAD,,CHICKASAW,AL,36611,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0407847,ALN000407847,REDDY ROAD DRUMS,Postal Address is unavailable for the Site,,MOBILE,AL,,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0407852,ALN000407852,BP AMOCO XYLENE SPILL,Postal Address is unavailable for the Site,,DECATUR,AL,,,MORGAN,01103,,,N,Not on the NPL,N,N
4,0407854,ALN000407854,CHOICE FABRICATORS SPILL,Postal Address is unavailable for the Site,,ATTALLA,AL,,,ETOWAH,01055,,,N,Not on the NPL,N,N
4,0407858,ALN000407858,MARTEN TRANSPORT ACRILIC ACID,120 MILE MARKER #16,,LIVINGSTON,AL,35470,,,,,,N,Not on the NPL,N,N
4,0409735,ALN000409735,VERBENA MERCURY SITE,COUNTY ROAD 526,,VERBENA,AL,36091,,CHILTON,01021,,,N,Not on the NPL,N,N
4,0409740,ALN000409740,TRAVEL PATH ROAD DRUM,214 TRAVEL PATH ROAD,,ROGERSVILLE,AL,35652,,LAUDERDALE,01077,,,N,Not on the NPL,N,N
4,0409758,ALN000409758,GRIST MILL HERBICIDE,4845 GRIST MILL ROAD,,ALPINE,AL,35014,,TALLADEGA,01121,,,N,Not on the NPL,N,N
4,0409770,ALN000409770,MISSION PETRO TANKER ROLLOVER,EXIT 17A OFF I-10 (RANGELINE ROAD),,THEODORE,AL,,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0409805,ALN000409805,MCCULLOUGH OIL SITE,145 COUNTY ROAD 523,,VERBENA,AL,36091,,CHILTON,01021,,,N,Not on the NPL,N,N
4,0409836,ALN000409836,BRIDGE TERM TRANSPORT ACID,Postal Address is unavailable for the Site,,NEW HOPEWELL,AL,,,CLEBURNE,01029,,,N,Not on the NPL,N,N
4,0409848,ALN000409848,NORFOLK SOUTHERN DERAILMENT,MILESPOST 758,,COOSA,AL,35135,,TALLADEGA,01121,,,N,Not on the NPL,N,N
4,0409857,ALN000409857,CAMMCO FACILITY FIRE,7805 HWY 431,,HELFIN,AL,36264,,CLEBURNE,01029,,,N,Not on the NPL,N,N
4,0409875,ALN000409875,ANNISTON CHEMICAL,2100 WEST 14TH STREET,,ANNISTON,AL,36201,,CALHOUN,01015,,,N,Not on the NPL,N,N
4,0409927,ALN000409927,TRAVEL CTRS OF AMER WASTE OIL,Postal Address is unavailable for the Site,,MOBILE,AL,,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0409930,ALN000409930,TYSON FOODS FIRE,Postal Address is unavailable for the Site,,HEFLIN,AL,,,CLEBURNE,01029,,,N,Not on the NPL,N,N
4,0409999,ALN000409999,OWENS PLATING,1440 SUTTON BRIDGE ROAD,,RAINBOW,AL,,,ETOWAH,01055,,,N,Not on the NPL,N,N
4,0410017,ALN000410017,GROVES DRUMS,OFF HWY 77,,OHATCHEE,AL,36271,,CALHOUN,01015,,,N,Not on the NPL,N,N
4,0410051,ALN000410051,FLORENCE COUNTY LANDFILL,Postal Address is unavailable for the Site,,FLORENCE,AL,,,,,,,N,Not on the NPL,N,N
4,0410053,ALN000410053,CSX DERAILMENT,MILEPOST 579,,CASTLEBERRY,AL,36432,,CONECUH,01035,,,N,Not on the NPL,N,N
4,0410067,ALN000410067,BESSEMER PETROLEUM,2701 8TH AVENUE,,BESSEMER,AL,,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0410084,ALN000410084,COLONIAL PIPELINE SPILL,Postal Address is unavailable for the Site,,EPES,AL,,,,,,,N,Not on the NPL,N,N
4,0410085,ALN000410085,CSX DERAILMENT,Postal Address is unavailable for the Site,,FLOMATON,AL,,,,,,,N,Not on the NPL,N,N
4,0410199,ALN000410199,ODESSA STREET DRUM SITE,1401 ODESSA DRIVE,,GADSDEN,AL,35903,,ETOWAH,01055,,,N,Not on the NPL,N,N
4,0406677,AL0001911213,SAIA MOTOR PLATE DRUM RESPONSE,"HWY #10, TRADE STOP",,MOBILE,AL,36601,,BALDWIN,01003,,,N,Not on the NPL,N,N
4,0406689,AL0001920545,PIEDMONT BRICKYARD,HWY 21,,PRICES,AL,36265,,CALHOUN,01015,,,N,Not on the NPL,N,N
4,0406687,AL0001920578,OLD SPEIGNER LANDFILL,COUNTY ROAD 23,,NORTH ELMORE,AL,36025,,ELMORE,01051,,,N,Not on the NPL,N,N
4,0406699,AL0001923325,TENNESSEE VALLEY FERTILIZER CO.,COMMERCE STREET,,FLORENCE,AL,35630,,LAUDERDALE,01077,,,N,Not on the NPL,N,N
4,0406698,AL0001923333,STEVENSON STREET FOUNDRY,STEVENSON,,FLORENCE,AL,35630,,LAUDERDALE,01077,,,N,Not on the NPL,N,N
4,0406695,AL0001923341,FLORENCE GAS WORKS,WATER STREET,,FLORENCE,AL,35630,,LAUDERDALE,01077,,,N,Not on the NPL,N,N
4,0406696,AL0001923358,MILLER%27S FOUNDRY,AMBER HILLS ROAD,,BIRMINGHAM,AL,35210,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0406694,AL0001923366,MCCOMBS DUMP,WOMACK ROAD,,MCCOMBS,AL,35210,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0406693,AL0001923374,GLENCOE BATTERY CO. AKA H.D. POLLARD,219 WEST MAIN STREET,,GLENCOE,AL,35905,,ETOWAH,01055,,,N,Not on the NPL,N,N
4,0406810,AL0002368439,ALAGASCO PROPERTY,233 SHUTTLESWORTH DRIVE,,BIRMINGHAM,AL,35234,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0406802,AL0002368447,ALCOA,STATE DOCKS ROAD,,MOBILE,AL,36652,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0406804,AL0002368488,BUCHANAN LUMBER,455  FLACK ROAD,,MONTGOMERY,AL,36110,,MONTGOMERY,01101,,,N,Not on the NPL,N,N
4,0406807,AL0002368595,DIRECT RAIL HEAD/MOORE LUMBER,3101 27TH AVE,,BIRMINGHAM,AL,35234,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0406799,AL0002368819,SUMMERVILLE ENTERPRISES,620 HIGHWAY 67,,PRICEVILLE,AL,,,MORGAN,01103,,,N,Not on the NPL,N,N
4,0406798,AL0002368827,SEABURY STATION,5760 MARSHALL ROAD,,PRICHARD,AL,36613-8252,01,MOBILE,01097,,,N,Not on the NPL,N,N
4,0406805,AL0002368835,RELIANCE STEEL,BUTTERMILK ROAD,,COTTONDALE,AL,35453,07,TUSCALOOSA,01125,,,N,Not on the NPL,N,N
4,0406809,AL0002369320,US LANDS PROPERTY,2336 SHUTTLESWORTH DRIVE,,BIRMINGHAM,AL,35234,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0406797,AL0002381747,READING AVE. DISPOSAL - USX ENSLEY,610 READING AVENUE D,,BIRMINGHAM,AL,35214,06,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0400440,AL1800013863,US NASA MARSHALL SPACE FLIGHT CENTER,REDSTONE ARSENAL,,HUNTSVILLE,AL,35812,05,MADISON,01089,,,N,Site is Part of NPL Site,Y,N
4,0405688,AL2170024630,US NAVAL OUTLYING BARIN FIELD,NAS WHITING FIELD,,FOLEY,AL,36535,01,BALDWIN,01003,,,N,Not on the NPL,Y,Y
4,0405853,AL2690320435,USCG BASE MOBILE,SOUTH BROAD STREET,,MOBILE,AL,36615,01,MOBILE,01097,,,N,Not on the NPL,Y,Y
4,0406163,AL3170024639,US NAVAL STATION MOBILE,7411 LAKE RD,,MOBILE,AL,36605,01,MOBILE,01097,,,N,Not on the NPL,Y,Y
4,0400443,AL3210020027,ANNISTON ARMY DEPOT (SOUTHEAST INDUSTRIAL AREA),OFF AL HWY 202,,ANNISTON,AL,36253,03,CALHOUN,01015,33.659439,-85.969439,N,Currently on the Final NPL,Y,Y
4,0405907,AL5213820231,USA COOSA RIVER STORAGE ANNEX,4 MILES NE HWY 202,,TALLADEGA,AL,35160,03,TALLADEGA,01121,,,N,Site is Part of NPL Site,Y,N
4,0400449,AL6210020008,ALABAMA ARMY AMMUNITION PLANT,STATE HWY 235,,CHILDERSBURG,AL,35044,03,TALLADEGA,01121,33.3381,-86.3268,N,Currently on the Final NPL,Y,Y
4,0400450,AL6210020776,USA FORT RUCKER - AVIATION CENTER,ATTN: ATZO-DEH-E BLDG 1403 (3/88),,FORT RUCKER,AL,36362,02,DALE,01045,,,N,Not on the NPL,Y,Y
4,0400451,AL6640090001,TVA FABIUS COAL WASHING FACILITY,OFF HWY 117,,FABIUS,AL,35966,05,JACKSON,01071,,,N,Not on the NPL,Y,N
4,0405545,AL7210020742,USARMY/NASA REDSTONE ARSENAL,Postal Address is unavailable for the Site,,HUNTSVILLE,AL,35808,05,MADISON,01089,34.646944,-86.673055,N,Currently on the Final NPL,Y,Y
4,0405789,AL7690307999,FORT MORGAN DRUM,BALDWIN COUNTY,,FORT MORGAN,AL,36542,01,BALDWIN,01003,,,N,Not on the NPL,N,N
4,0404748,AL7730000000,US/DOC - CENTRAL FOUNDRY/SBA,OLD HOLT RD OFF RIVER RD.,,HOLT,AL,35404,07,TUSCALOOSA,01125,,,N,Not on the NPL,Y,N
4,0400456,AL8640006690,TVA WIDOWS CREEK STEAM PLANT,OFF US HWY 72 W,,STEVENSON,AL,35772,05,JACKSON,01071,,,N,Not on the NPL,Y,Y
4,0400123,ALD000400123,ANNISTON PCB SITE (MONSANTO CO),702 Clydesdale Ave.,,ANNISTON,AL,36201,03,CALHOUN,01015,33.651111,-85.857778,Y,Not on the NPL,N,N
4,0400008,ALD000608018,ARAB PLATING CO,BRASHIER CHURCH RD/RTE 1,,ARAB,AL,35016,04,MARSHALL,01095,,,N,Not on the NPL,N,N
4,0400009,ALD000608075,CAHABA CHEMICALS INC,1 RANGE ST,,SELMA,AL,36701,07,DALLAS,01047,,,N,Not on the NPL,N,N
